model,violation_type,example_id,level,language,detection_success,detected_violation_type,actual_violation_type,processing_time,api_call_success
qwen3-8b,LSP,LSP_37,EASY,JAVA,False,,LSP,0.85,True
qwen3-8b,LSP,LSP_38,EASY,PYTHON,False,,LSP,0.88,True
qwen3-8b,LSP,LSP_39,EASY,KOTLIN,False,,LSP,0.85,True
qwen3-8b,LSP,LSP_40,EASY,C#,False,,LSP,0.88,True
qwen3-8b,LSP,LSP_41,MODERATE,JAVA,True,LSP,LSP,1.97,True
qwen3-8b,LSP,LSP_42,MODERATE,PYTHON,False,,LSP,0.93,True
qwen3-8b,LSP,LSP_43,MODERATE,KOTLIN,True,LSP,LSP,1.49,True
qwen3-8b,LSP,LSP_44,MODERATE,C#,True,LSP,LSP,1.8,True
qwen3-8b,LSP,LSP_45,HARD,JAVA,True,LSP,LSP,2.02,True
qwen3-8b,LSP,LSP_46,HARD,PYTHON,True,LSP,LSP,1.98,True
qwen3-8b,LSP,LSP_47,HARD,KOTLIN,True,LSP,LSP,1.89,True
qwen3-8b,LSP,LSP_48,HARD,C#,True,LSP,LSP,2.02,True
qwen3-8b,SRP,SRP_1,EASY,JAVA,True,SRP,SRP,1.27,True
qwen3-8b,SRP,SRP_2,EASY,JAVA,False,,SRP,0.83,True
qwen3-8b,SRP,SRP_3,EASY,JAVA,False,,SRP,0.83,True
qwen3-8b,SRP,SRP_4,EASY,JAVA,False,,SRP,0.81,True
qwen3-8b,SRP,SRP_5,MODERATE,JAVA,True,SRP,SRP,1.81,True
qwen3-8b,SRP,SRP_6,MODERATE,JAVA,True,SRP,SRP,2.06,True
qwen3-8b,SRP,SRP_7,MODERATE,JAVA,True,SRP,SRP,2.1,True
qwen3-8b,SRP,SRP_8,MODERATE,JAVA,True,SRP,SRP,1.77,True
qwen3-8b,SRP,SRP_9,HARD,JAVA,True,SRP,SRP,2.65,True
qwen3-8b,SRP,SRP_10,HARD,JAVA,True,SRP,SRP,2.67,True
qwen3-8b,SRP,SRP_11,HARD,JAVA,True,SRP,SRP,2.77,True
qwen3-8b,SRP,SRP_12,HARD,JAVA,True,SRP,SRP,3.11,True
qwen3-8b,SRP,SRP_13,EASY,PYTHON,False,,SRP,0.81,True
qwen3-8b,SRP,SRP_14,EASY,PYTHON,False,,SRP,0.83,True
qwen3-8b,SRP,SRP_15,EASY,PYTHON,False,,SRP,0.84,True
qwen3-8b,SRP,SRP_16,EASY,PYTHON,False,,SRP,0.82,True
qwen3-8b,SRP,SRP_17,MODERATE,PYTHON,True,SRP,SRP,1.75,True
qwen3-8b,SRP,SRP_18,MODERATE,PYTHON,True,SRP,SRP,2.03,True
qwen3-8b,SRP,SRP_19,MODERATE,PYTHON,True,SRP,SRP,2.11,True
qwen3-8b,SRP,SRP_20,MODERATE,PYTHON,True,SRP,SRP,1.72,True
qwen3-8b,SRP,SRP_21,HARD,PYTHON,True,SRP,SRP,2.48,True
qwen3-8b,SRP,SRP_22,HARD,PYTHON,True,SRP,SRP,2.78,True
qwen3-8b,SRP,SRP_23,HARD,PYTHON,True,SRP,SRP,2.52,True
qwen3-8b,SRP,SRP_24,HARD,PYTHON,True,SRP,SRP,2.78,True
qwen3-8b,SRP,SRP_25,EASY,KOTLIN,False,,SRP,0.81,True
qwen3-8b,SRP,SRP_26,EASY,KOTLIN,False,,SRP,0.82,True
qwen3-8b,SRP,SRP_27,EASY,KOTLIN,False,,SRP,0.83,True
qwen3-8b,SRP,SRP_28,EASY,KOTLIN,False,,SRP,0.83,True
qwen3-8b,SRP,SRP_29,MODERATE,KOTLIN,True,SRP,SRP,1.8,True
qwen3-8b,SRP,SRP_30,MODERATE,KOTLIN,True,SRP,SRP,1.99,True
qwen3-8b,SRP,SRP_31,MODERATE,KOTLIN,True,SRP,SRP,2.09,True
qwen3-8b,SRP,SRP_32,MODERATE,KOTLIN,True,SRP,SRP,1.74,True
qwen3-8b,SRP,SRP_33,HARD,KOTLIN,True,SRP,SRP,2.38,True
qwen3-8b,SRP,SRP_34,HARD,KOTLIN,True,SRP,SRP,2.56,True
qwen3-8b,SRP,SRP_35,HARD,KOTLIN,True,SRP,SRP,2.56,True
qwen3-8b,SRP,SRP_36,HARD,KOTLIN,True,SRP,SRP,2.94,True
qwen3-8b,SRP,SRP_37,EASY,CSHARP,True,SRP,SRP,1.3,True
qwen3-8b,SRP,SRP_38,EASY,CSHARP,False,,SRP,0.84,True
qwen3-8b,SRP,SRP_39,EASY,CSHARP,True,SRP,SRP,1.41,True
qwen3-8b,SRP,SRP_40,EASY,CSHARP,False,,SRP,0.82,True
qwen3-8b,SRP,SRP_41,MODERATE,CSHARP,True,SRP,SRP,1.8,True
qwen3-8b,SRP,SRP_42,MODERATE,CSHARP,True,SRP,SRP,2.05,True
qwen3-8b,SRP,SRP_43,MODERATE,CSHARP,True,SRP,SRP,2.07,True
qwen3-8b,SRP,SRP_44,MODERATE,CSHARP,True,SRP,SRP,1.76,True
qwen3-8b,SRP,SRP_45,HARD,CSHARP,True,SRP,SRP,2.55,True
qwen3-8b,SRP,SRP_46,HARD,CSHARP,True,SRP,SRP,2.63,True
qwen3-8b,SRP,SRP_47,HARD,CSHARP,True,SRP,SRP,2.62,True
qwen3-8b,SRP,SRP_48,HARD,CSHARP,True,SRP,SRP,3.07,True
qwen3-8b,OCP,OCP_1,EASY,CSHARP,False,LSP,OCP,1.7,True
qwen3-8b,OCP,OCP_2,EASY,CSHARP,True,OCP,OCP,1.53,True
qwen3-8b,OCP,OCP_3,EASY,CSHARP,True,OCP,OCP,1.53,True
qwen3-8b,OCP,OCP_4,EASY,CSHARP,True,OCP,OCP,1.63,True
qwen3-8b,OCP,OCP_5,HARD,CSHARP,True,OCP,OCP,3.31,True
qwen3-8b,OCP,OCP_6,HARD,CSHARP,False,SRP,OCP,2.7,True
qwen3-8b,OCP,OCP_7,HARD,CSHARP,False,,OCP,2.57,True
qwen3-8b,OCP,OCP_8,HARD,CSHARP,False,SRP,OCP,3.02,True
qwen3-8b,OCP,OCP_9,MODERATE,CSHARP,True,OCP,OCP,1.88,True
qwen3-8b,OCP,OCP_10,MODERATE,CSHARP,False,SRP,OCP,1.48,True
qwen3-8b,OCP,OCP_11,MODERATE,CSHARP,False,SRP,OCP,2.67,True
qwen3-8b,OCP,OCP_12,MODERATE,CSHARP,False,SRP,OCP,2.72,True
qwen3-8b,OCP,OCP_13,EASY,JAVA,False,LSP,OCP,1.52,True
qwen3-8b,OCP,OCP_14,EASY,JAVA,True,OCP,OCP,1.61,True
qwen3-8b,OCP,OCP_15,EASY,JAVA,True,OCP,OCP,1.93,True
qwen3-8b,OCP,OCP_16,EASY,JAVA,True,OCP,OCP,1.51,True
qwen3-8b,OCP,OCP_17,HARD,JAVA,True,OCP,OCP,3.23,True
qwen3-8b,OCP,OCP_18,HARD,JAVA,False,SRP,OCP,2.49,True
qwen3-8b,OCP,OCP_19,HARD,JAVA,False,SRP,OCP,3.44,True
qwen3-8b,OCP,OCP_20,HARD,JAVA,False,SRP,OCP,2.94,True
qwen3-8b,OCP,OCP_21,MODERATE,JAVA,True,OCP,OCP,2.22,True
qwen3-8b,OCP,OCP_22,MODERATE,JAVA,True,OCP,OCP,1.54,True
qwen3-8b,OCP,OCP_23,MODERATE,JAVA,True,OCP,OCP,2.61,True
qwen3-8b,OCP,OCP_24,MODERATE,JAVA,False,SRP,OCP,2.71,True
qwen3-8b,OCP,OCP_25,EASY,KOTLIN,False,LSP,OCP,1.74,True
qwen3-8b,OCP,OCP_26,EASY,KOTLIN,True,OCP,OCP,1.6,True
qwen3-8b,OCP,OCP_27,EASY,KOTLIN,True,OCP,OCP,1.79,True
qwen3-8b,OCP,OCP_28,EASY,KOTLIN,False,SRP,OCP,1.34,True
qwen3-8b,OCP,OCP_29,HARD,KOTLIN,True,OCP,OCP,2.68,True
qwen3-8b,OCP,OCP_30,HARD,KOTLIN,False,SRP,OCP,2.16,True
qwen3-8b,OCP,OCP_31,HARD,KOTLIN,False,SRP,OCP,3.9,True
qwen3-8b,OCP,OCP_32,HARD,KOTLIN,False,SRP,OCP,2.64,True
qwen3-8b,OCP,OCP_33,MODERATE,KOTLIN,False,LSP,OCP,2.12,True
qwen3-8b,OCP,OCP_34,MODERATE,KOTLIN,False,SRP,OCP,1.48,True
qwen3-8b,OCP,OCP_35,MODERATE,KOTLIN,False,SRP,OCP,3.17,True
qwen3-8b,OCP,OCP_36,MODERATE,KOTLIN,False,SRP,OCP,2.35,True
qwen3-8b,OCP,OCP_37,EASY,PYTHON,True,OCP,OCP,1.41,True
qwen3-8b,OCP,OCP_38,EASY,PYTHON,True,OCP,OCP,1.33,True
qwen3-8b,OCP,OCP_39,EASY,PYTHON,True,OCP,OCP,1.68,True
qwen3-8b,OCP,OCP_40,EASY,PYTHON,True,OCP,OCP,1.51,True
qwen3-8b,OCP,OCP_41,HARD,PYTHON,True,OCP,OCP,2.76,True
qwen3-8b,OCP,OCP_42,HARD,PYTHON,False,SRP,OCP,2.29,True
qwen3-8b,OCP,OCP_43,HARD,PYTHON,True,OCP,OCP,3.67,True
qwen3-8b,OCP,OCP_44,HARD,PYTHON,True,OCP,OCP,2.91,True
qwen3-8b,OCP,OCP_45,MODERATE,PYTHON,True,OCP,OCP,1.72,True
qwen3-8b,OCP,OCP_46,MODERATE,PYTHON,True,OCP,OCP,1.59,True
qwen3-8b,OCP,OCP_47,MODERATE,PYTHON,True,OCP,OCP,3.04,True
qwen3-8b,OCP,OCP_48,MODERATE,PYTHON,False,SRP,OCP,2.44,True
qwen3-8b,ISP,ISP_1,EASY,CSHARP,True,ISP,ISP,1.93,True
qwen3-8b,ISP,ISP_2,EASY,CSHARP,True,ISP,ISP,1.89,True
qwen3-8b,ISP,ISP_3,EASY,CSHARP,True,ISP,ISP,1.98,True
qwen3-8b,ISP,ISP_4,EASY,CSHARP,True,ISP,ISP,1.51,True
qwen3-8b,ISP,ISP_5,HARD,CSHARP,True,ISP,ISP,2.58,True
qwen3-8b,ISP,ISP_6,HARD,CSHARP,True,ISP,ISP,2.57,True
qwen3-8b,ISP,ISP_7,HARD,CSHARP,True,ISP,ISP,3.22,True
qwen3-8b,ISP,ISP_8,HARD,CSHARP,True,ISP,ISP,2.21,True
qwen3-8b,ISP,ISP_9,MODERATE,CSHARP,True,ISP,ISP,2.5,True
qwen3-8b,ISP,ISP_10,MODERATE,CSHARP,True,ISP,ISP,2.41,True
qwen3-8b,ISP,ISP_11,MODERATE,CSHARP,True,ISP,ISP,1.54,True
qwen3-8b,ISP,ISP_12,MODERATE,CSHARP,True,ISP,ISP,2.25,True
qwen3-8b,ISP,ISP_13,EASY,JAVA,True,ISP,ISP,1.96,True
qwen3-8b,ISP,ISP_14,EASY,JAVA,True,ISP,ISP,1.87,True
qwen3-8b,ISP,ISP_15,EASY,JAVA,True,ISP,ISP,2.08,True
qwen3-8b,ISP,ISP_16,EASY,JAVA,True,ISP,ISP,1.2,True
qwen3-8b,ISP,ISP_17,HARD,JAVA,True,ISP,ISP,2.48,True
qwen3-8b,ISP,ISP_18,HARD,JAVA,True,ISP,ISP,2.73,True
qwen3-8b,ISP,ISP_19,HARD,JAVA,True,ISP,ISP,2.77,True
qwen3-8b,ISP,ISP_20,HARD,JAVA,True,ISP,ISP,2.16,True
qwen3-8b,ISP,ISP_21,MODERATE,JAVA,True,ISP,ISP,2.45,True
qwen3-8b,ISP,ISP_22,MODERATE,JAVA,True,ISP,ISP,2.08,True
qwen3-8b,ISP,ISP_23,MODERATE,JAVA,True,ISP,ISP,1.48,True
qwen3-8b,ISP,ISP_24,MODERATE,JAVA,True,ISP,ISP,2.0,True
qwen3-8b,ISP,ISP_25,EASY,KOTLIN,True,ISP,ISP,1.69,True
qwen3-8b,ISP,ISP_26,EASY,KOTLIN,False,LSP,ISP,1.53,True
qwen3-8b,ISP,ISP_27,EASY,KOTLIN,True,ISP,ISP,1.79,True
qwen3-8b,ISP,ISP_28,EASY,KOTLIN,True,ISP,ISP,1.38,True
qwen3-8b,ISP,ISP_29,HARD,KOTLIN,True,ISP,ISP,2.99,True
qwen3-8b,ISP,ISP_30,HARD,KOTLIN,True,ISP,ISP,2.57,True
qwen3-8b,ISP,ISP_31,HARD,KOTLIN,True,ISP,ISP,2.61,True
qwen3-8b,ISP,ISP_32,HARD,KOTLIN,True,ISP,ISP,2.05,True
qwen3-8b,ISP,ISP_33,MODERATE,KOTLIN,True,ISP,ISP,1.93,True
qwen3-8b,ISP,ISP_34,MODERATE,KOTLIN,True,ISP,ISP,2.35,True
qwen3-8b,ISP,ISP_35,MODERATE,KOTLIN,True,ISP,ISP,1.48,True
qwen3-8b,ISP,ISP_36,MODERATE,KOTLIN,True,ISP,ISP,1.75,True
qwen3-8b,ISP,ISP_37,EASY,PYTHON,True,ISP,ISP,1.82,True
qwen3-8b,ISP,ISP_38,EASY,PYTHON,True,ISP,ISP,1.57,True
qwen3-8b,ISP,ISP_39,EASY,PYTHON,True,ISP,ISP,1.77,True
qwen3-8b,ISP,ISP_40,EASY,PYTHON,False,LSP,ISP,1.49,True
qwen3-8b,ISP,ISP_41,HARD,PYTHON,True,ISP,ISP,3.38,True
qwen3-8b,ISP,ISP_42,HARD,PYTHON,True,ISP,ISP,2.6,True
qwen3-8b,ISP,ISP_43,HARD,PYTHON,True,ISP,ISP,2.79,True
qwen3-8b,ISP,ISP_44,HARD,PYTHON,True,ISP,ISP,2.57,True
qwen3-8b,ISP,ISP_45,MODERATE,PYTHON,True,ISP,ISP,2.25,True
qwen3-8b,ISP,ISP_46,MODERATE,PYTHON,True,ISP,ISP,2.37,True
qwen3-8b,ISP,ISP_47,MODERATE,PYTHON,True,ISP,ISP,2.13,True
qwen3-8b,ISP,ISP_48,MODERATE,PYTHON,True,ISP,ISP,1.96,True
qwen3-8b,DIP,DIP_1,EASY,JAVA,True,DIP,DIP,1.29,True
qwen3-8b,DIP,DIP_2,EASY,PYTHON,True,DIP,DIP,1.3,True
qwen3-8b,DIP,DIP_3,EASY,KOTLIN,True,DIP,DIP,1.28,True
qwen3-8b,DIP,DIP_4,EASY,C#,True,DIP,DIP,1.29,True
qwen3-8b,DIP,DIP_5,MODERATE,JAVA,False,SRP,DIP,1.45,True
qwen3-8b,DIP,DIP_6,MODERATE,PYTHON,False,SRP,DIP,1.46,True
qwen3-8b,DIP,DIP_7,MODERATE,KOTLIN,False,SRP,DIP,1.39,True
qwen3-8b,DIP,DIP_8,MODERATE,C#,False,SRP,DIP,1.49,True
qwen3-8b,DIP,DIP_9,HARD,JAVA,False,SRP,DIP,1.94,True
qwen3-8b,DIP,DIP_10,HARD,PYTHON,False,SRP,DIP,1.88,True
qwen3-8b,DIP,DIP_11,HARD,KOTLIN,False,SRP,DIP,1.81,True
qwen3-8b,DIP,DIP_12,HARD,C#,False,SRP,DIP,1.94,True
qwen3-8b,DIP,DIP_13,EASY,JAVA,False,,DIP,0.79,True
qwen3-8b,DIP,DIP_14,EASY,PYTHON,False,,DIP,0.78,True
qwen3-8b,DIP,DIP_15,EASY,KOTLIN,False,,DIP,0.79,True
qwen3-8b,DIP,DIP_16,EASY,C#,False,,DIP,0.79,True
qwen3-8b,DIP,DIP_17,MODERATE,JAVA,False,OCP,DIP,1.65,True
qwen3-8b,DIP,DIP_18,MODERATE,PYTHON,False,ISP,DIP,1.29,True
qwen3-8b,DIP,DIP_19,MODERATE,KOTLIN,False,ISP,DIP,1.58,True
qwen3-8b,DIP,DIP_20,MODERATE,C#,False,OCP,DIP,1.65,True
qwen3-8b,DIP,DIP_21,HARD,JAVA,False,SRP,DIP,1.91,True
qwen3-8b,DIP,DIP_22,HARD,PYTHON,False,ISP,DIP,2.06,True
qwen3-8b,DIP,DIP_23,HARD,KOTLIN,False,OCP,DIP,2.17,True
qwen3-8b,DIP,DIP_24,HARD,C#,False,OCP,DIP,2.39,True
qwen3-8b,DIP,DIP_25,EASY,JAVA,False,,DIP,0.8,True
qwen3-8b,DIP,DIP_26,EASY,PYTHON,False,,DIP,0.81,True
qwen3-8b,DIP,DIP_27,EASY,KOTLIN,False,SRP,DIP,1.25,True
qwen3-8b,DIP,DIP_28,EASY,C#,False,SRP,DIP,1.39,True
qwen3-8b,DIP,DIP_29,MODERATE,JAVA,False,SRP,DIP,1.63,True
qwen3-8b,DIP,DIP_30,MODERATE,PYTHON,False,SRP,DIP,1.54,True
qwen3-8b,DIP,DIP_31,MODERATE,KOTLIN,False,SRP,DIP,1.59,True
qwen3-8b,DIP,DIP_32,MODERATE,C#,False,SRP,DIP,1.78,True
qwen3-8b,DIP,DIP_33,HARD,JAVA,False,SRP,DIP,1.94,True
qwen3-8b,DIP,DIP_34,HARD,PYTHON,False,SRP,DIP,2.02,True
qwen3-8b,DIP,DIP_35,HARD,KOTLIN,False,SRP,DIP,2.16,True
qwen3-8b,DIP,DIP_36,HARD,C#,False,SRP,DIP,2.24,True
qwen3-8b,DIP,DIP_37,EASY,JAVA,False,,DIP,0.9,True
qwen3-8b,DIP,DIP_38,EASY,PYTHON,False,,DIP,0.8,True
qwen3-8b,DIP,DIP_39,EASY,KOTLIN,False,,DIP,0.82,True
qwen3-8b,DIP,DIP_40,EASY,C#,False,,DIP,0.84,True
qwen3-8b,DIP,DIP_41,MODERATE,JAVA,False,SRP,DIP,1.28,True
qwen3-8b,DIP,DIP_42,MODERATE,PYTHON,False,SRP,DIP,1.44,True
qwen3-8b,DIP,DIP_43,MODERATE,KOTLIN,False,,DIP,0.94,True
qwen3-8b,DIP,DIP_44,MODERATE,C#,False,,DIP,0.92,True
qwen3-8b,DIP,DIP_45,HARD,JAVA,False,SRP,DIP,1.57,True
qwen3-8b,DIP,DIP_46,HARD,PYTHON,False,SRP,DIP,1.75,True
qwen3-8b,DIP,DIP_47,HARD,KOTLIN,False,SRP,DIP,1.53,True
qwen3-8b,DIP,DIP_48,HARD,C#,False,SRP,DIP,1.58,True
